Brand,Model,Year,Engine Size,Mileage,Price
Renault,Trafic,2010,2.0D,-,"4,300  €"
Renault,Master,2018,2.3D,258 tūkst.,"11,500  €"
Renault,Trafic,2006,1.9D,348 tūkst.,"3,000  €"
Renault,Master,2006,2.5D,285 tūkst.,"3,900  €"
Renault,Trafic,2008,2.0D,218 tūkst.,"4,500  €"
Renault,Clio,2019,0.9,76 tūkst.,"8,600  €"
Renault,Trafic,2003,1.9D,515 tūkst.,"2,850  €"
Renault,Kangoo,2008,1.5D,295 tūkst.,"1,500  €"
Renault,Qashqai,2010,2.0D,232 tūkst.,"5,990  €maiņai"
Renault,Trafic,2014,2.0D,236 tūkst.,"5,950  €"
Renault,Trafic,2005,1.9D,450 tūkst.,"5,490  €"
Renault,Master,2020,2.3D,-,"21,175  €"
Renault,Megane,2004,1.9D,-,"1,600  €"
Renault,Master,2011,2.3D,350 tūkst.,"5,900  €"
Renault,Kadjar,2020,1.5D,53 tūkst.,"16,500  €"
Renault,Megane,2017,1.6D,124 tūkst.,"10,400  €"
Renault,Laguna,2010,1.5D,-,"3,399  €"
Renault,Kadjar,2018,1.2,105 tūkst.,"13,899  €"
Renault,Megane,2020,1.5D,128 tūkst.,"12,499  €"
Renault,Kangoo,2011,1.5D,186 tūkst.,"3,250  €"
Renault,Scenic,2001,1.9D,249 tūkst.,"1,500  €"
Renault,Megane,2010,1.4,180 tūkst.,"5,000  €"
Renault,Citi,2022,E,46 tūkst.,"18,000  €"
Renault,Megane,2016,1.6D,170 tūkst.,"8,550  €"
Renault,Grand Scenic,2011,1.6D,333 tūkst.,"2,400  €"
Renault,Megane,2004,1.9D,243 tūkst.,"1,750  €"
Renault,Kadjar,2015,1.2,117 tūkst.,"10,980  €"
Renault,Citi,-,-,-,pērku
Renault,Kangoo,2004,1.5D,284 tūkst.,"1,200  €"
Renault,Kangoo,2015,1.5D,164 tūkst.,"5,500  €"
Renault,C200,2012,2.1D,330 tūkst.,"7,500  €maiņai"
Renault,Master,2020,2.3D,251 tūkst.,"15,500  €"
Renault,Kangoo,2014,1.5D,199 tūkst.,"6,999  €"
Renault,Kangoo,2016,1.5D,128 tūkst.,"5,000  €"
Renault,Kangoo,2021,E,25 tūkst.,"15,500  €"
Renault,Trafic,2009,2.5D,320 tūkst.,"2,950  €"
Renault,Twingo,2013,1.5D,73 tūkst.,"5,600  €"
Renault,Master,2011,2.3D,474 tūkst.,"6,200  €"
Renault,Captur,2015,1.5D,-,"11,470  €"
Renault,Talisman,2016,1.6D,309 tūkst.,"11,200  €"
Renault,Trafic,2003,1.9D,325 tūkst.,"4,700  €"
Renault,Megane,2010,1.5D,420 tūkst.,"2,200  €"
Renault,Scenic,2004,1.9D,299 tūkst.,"2,500  €"
Renault,Clio,2010,1.5D,299 tūkst.,"1,700  €"
Renault,Captur,2018,1.5D,73 tūkst.,"12,594  €"
Renault,Talisman,2016,1.6D,198 tūkst.,"11,470  €"
Renault,Megane,2006,2.0,-,800  €
Renault,Trafic,2016,1.6D,221 tūkst.,"15,500  €"
Renault,Captur,2016,1.5D,-,"15,000  €"
Renault,Kadjar,2015,1.5D,-,"11,750  €"
Renault,Scenic,2005,1.5D,220 tūkst.,"1,000  €"
Renault,Trafic,2007,2.0D,395 tūkst.,"3,200  €"
Renault,Clio,2008,1.6,-,"4,950  €"
Renault,Kangoo,2008,1.6,203 tūkst.,"2,700  €"
Renault,Captur,2021,1.0,19 tūkst.,"16,900  €"
Renault,Grand Scenic,2019,1.5D,140 tūkst.,"13,190  €"
Renault,Megane,2008,1.5D,338 tūkst.,"1,300  €"
Renault,Megane,2006,1.4,235 tūkst.,780  €
Renault,Scenic,-,-,-,pērku
Renault,Trafic,2011,2.5D,319 tūkst.,"6,299  €"
Renault,Megane,2006,1.6,256 tūkst.,"3,200  €"
Renault,Trafic,2008,2.0D,222 tūkst.,"3,950  €"
Renault,Kangoo,1998,1.4,250 tūkst.,300  €
Renault,Kangoo,2007,1.5D,256 tūkst.,"2,000  €"
Renault,Trafic,2008,2.5D,-,"5,700  €"
Renault,Trafic,2018,1.6D,-,"16,816  €"
Renault,Trafic,2012,2.0D,-,"5,399  €"
Renault,Megane,2019,1.5D,80 tūkst.,"10,990  €"
Renault,Master,2008,2.5D,264 tūkst.,"5,000  €"
Renault,Trafic,2010,2.0D,233 tūkst.,"5,990  €"
Renault,Trafic,2020,2.0D,230 tūkst.,"21,700  €"
Renault,Master,2017,2.3D,-,"19,723  €"
Renault,Master,2018,2.3D,-,"20,328  €"
Renault,Master,2012,2.3D,-,"15,609  €"
Renault,Master,2018,2.3D,-,"19,844  €"
Renault,Master,2016,2.3D,-,"17,300  €"
Renault,Kadjar,2017,1.2,-,"11,400  €"
Renault,Captur,2015,1.5D,178 tūkst.,"7,450  €maiņai"
Renault,Grand Scenic,2008,2.0D,250 tūkst.,600  €
Renault,Laguna,2007,2.0,-,"3,199  €"
Renault,Scenic,2014,1.5D,393 tūkst.,"3,500  €"
Renault,Kangoo,2015,1.5D,221 tūkst.,"5,200  €"
Renault,Kangoo,2008,1.5D,330 tūkst.,790  €
Renault,Espace,2008,2.0,-,"3,550  €"
Renault,Modus,2007,1.5D,263 tūkst.,"1,650  €"
Renault,Scenic,2015,1.5D,257 tūkst.,"7,300  €"
Renault,Clio,2007,1.4,123 tūkst.,"1,150  €"
Renault,Trafic,2018,1.6D,-,"8,160  €"
Renault,Megane,2004,1.6,194 tūkst.,"2,500  €"
Renault,Megane,2006,1.9D,188 tūkst.,"3,250  €"
Renault,Megane,2004,1.5D,302 tūkst.,800  €
Renault,Trafic,2021,2.0D,-,"16,800  €"
Renault,Koleos,2012,2.0D,264 tūkst.,"7,000  €"
Renault,Clio,2016,0.9,149 tūkst.,"6,300  €"
Renault,Talisman,2016,1.6,128 tūkst.,"13,490  €"
Renault,Trafic,2007,2.0D,282 tūkst.,"4,250  €"
Renault,Master,2013,2.3D,701 tūkst.,"5,650  €"
Renault,Megane,2018,1.5D,187 tūkst.,"9,550  €"
Renault,Megane,2006,1.9D,234 tūkst.,"1,298  €"
Renault,Megane,2004,1.9D,258 tūkst.,"1,950  €"
Renault,Master,2012,2.3D,-,"8,900  €"
Renault,Scenic,2012,1.6D,167 tūkst.,"5,250  €"
Renault,Master,2013,2.3D,339 tūkst.,"10,150  €"
Renault,Trafic,2005,1.9D,228 tūkst.,"4,750  €"
Renault,Scenic,2008,1.5D,230 tūkst.,500  €
Renault,Scenic,2011,1.5D,370 tūkst.,"2,500  €"
Renault,Clio,2013,1.5D,240 tūkst.,"4,999  €"
Renault,Megane,2017,1.5,249 tūkst.,"9,100  €maiņai"
Renault,Trafic,2011,2.0D,290 tūkst.,"5,200  €"
Renault,Espace,2018,1.6D,219 tūkst.,"13,900  €"
Renault,Megane,2006,2.0,254 tūkst.,"2,500  €"
Renault,Kadjar,2015,1.5D,210 tūkst.,"11,900  €"
Renault,Clio,2019,0.9,-,"6,990  €"
Renault,Megane,2014,1.5D,188 tūkst.,"5,995  €"
Renault,Scenic,2005,1.6,204 tūkst.,"2,150  €"
Renault,Trafic,2015,1.6D,194 tūkst.,"14,200  €"
Renault,Grand Espace,2007,2.2D,355 tūkst.,"1,800  €"
Renault,Talisman,2017,1.6D,292 tūkst.,"8,700  €"
Renault,Talisman,2016,1.6D,-,"14,990  €"
Renault,Trafic,2010,2.0D,-,"4,850  €"
Renault,Megane,2006,1.5D,291 tūkst.,"1,450  €"
Renault,Megane,2017,1.5D,166 tūkst.,"10,500  €"
Renault,Espace,2017,1.6D,175 tūkst.,"11,490  €"
Renault,Trafic,2008,2.0D,340 tūkst.,"5,000  €"
Renault,Talisman,2016,1.6D,240 tūkst.,"13,500  €"
Renault,Trafic,2007,2.0D,-,"4,900  €"
Renault,Clio,2008,1.2,-,"2,190  €"
Renault,Scenic,2003,1.5D,323 tūkst.,400  €
Renault,Modus,2005,1.5D,301 tūkst.,"1,400  €"
Renault,Espace,2010,2.0D,280 tūkst.,"4,800  €"
Renault,Master,2022,2.3D,63 tūkst.,"27,900  €"
Renault,Trafic,2017,1.6D,124 tūkst.,"17,750  €"
Renault,Trafic,2007,2.5D,394 tūkst.,"3,700  €"
Renault,Megane,2007,1.4,348 tūkst.,"1,150  €"
Renault,Megane,2018,1.5D,-,"7,499  €maiņai"
Renault,Captur,2014,1.5D,-,"7,700  €"
Renault,Clio,2017,1.5D,-,"6,900  €"
Renault,Megane,2005,1.9D,321 tūkst.,"2,450  €"
Renault,Trafic,2018,1.6D,-,"14,990  €"
Renault,Scenic,2014,1.5D,-,"4,490  €"
Renault,Koleos,2010,2.0D,-,"6,799  €"
Renault,Megane,2003,1.4,230 tūkst.,"1,000  €"
Renault,Talisman,2016,1.5D,249 tūkst.,"11,250  €"
Renault,Megane,2011,1.5D,-,"4,390  €"
Renault,Koleos,2008,2.0D,150 tūkst.,"5,495  €"
Renault,Megane,2019,1.5D,141 tūkst.,"11,385  €"
Renault,Grand Scenic,2009,1.5D,267 tūkst.,"3,500  €"
Renault,Grand Scenic,2010,1.9D,-,"3,995  €"
Renault,Espace,2018,1.6D,152 tūkst.,"22,150  €"
Renault,Scenic,2011,1.5D,208 tūkst.,"3,450  €"
Renault,Master,2020,2.3D,84 tūkst.,"23,900  €"
Renault,Grand Scenic,2011,2.0D,-,"3,250  €maiņai"
Renault,Kangoo,2009,1.5D,-,"3,470  €"
Renault,Kadjar,2018,1.5D,221 tūkst.,"13,650  €"
Renault,Megane,2018,1.5D,202 tūkst.,"8,990  €"
Renault,Express,2021,1.5D,135 tūkst.,"10,595  €"
Renault,Trafic,2014,2.0D,429 tūkst.,"4,350  €"
Renault,Megane,2005,2.0,187 tūkst.,"2,250  €"
Renault,Scenic,2014,1.5D,118 tūkst.,"6,600  €"
Renault,Clio,2014,0.9,205 tūkst.,"5,600  €"
Renault,Captur,2019,1.5D,47 tūkst.,"14,990  €"
Renault,Megane,2012,1.5D,199 tūkst.,"4,200  €"
Renault,Citi,2021,E,36 tūkst.,"17,950  €"
Renault,Scenic,2011,1.5D,173 tūkst.,"3,850  €"
Renault,Scenic,2007,1.9D,270 tūkst.,"2,650  €"
Renault,Megane,2017,1.5D,143 tūkst.,"8,500  €"
Renault,Trafic,2013,2.0D,-,"5,700  €"
Renault,Scenic,2003,1.6,270 tūkst.,550  €
Renault,S-Max,2009,2.0D,337 tūkst.,"4,450  €maiņai"
Renault,Laguna,2001,1.9D,312 tūkst.,"1,000  €"
Renault,Megane,2016,1.5D,-,"11,990  €"
Renault,Talisman,2017,1.6,-,"18,500  €"
Renault,Scenic,2006,1.9D,250 tūkst.,"2,500  €"
Renault,Megane,2021,1.3,93 tūkst.,"14,999  €"
Renault,Megane,2016,1.5D,171 tūkst.,"5,990  €"
Renault,Scenic,2008,1.9D,-,"2,400  €"
Renault,Master,2019,2.3D,-,"12,000  €"
Renault,Master,2017,2.3D,526 tūkst.,"8,800  €"
Renault,Scenic,2013,1.6D,215 tūkst.,"3,700  €"
Renault,Espace,2017,1.6D,190 tūkst.,"14,900  €"
Renault,Master,2018,2.3D,282 tūkst.,"12,300  €"
Renault,Trafic,2017,1.6D,209 tūkst.,"8,900  €"
Renault,Grand Scenic,2010,1.9D,267 tūkst.,"3,500  €"
Renault,Kadjar,2015,1.6D,-,"11,500  €"
Renault,Talisman,2019,1.6D,-,"15,999  €"
Renault,Kadjar,2015,1.6D,-,"11,200  €"
Renault,Trafic,2005,1.9D,-,"5,899  €"
Renault,Laguna,2004,1.9D,305 tūkst.,850  €
Renault,Laguna,-,-,-,pērku
Renault,Megane,2016,1.5D,181 tūkst.,"8,200  €"
Renault,Kangoo,2006,1.6,372 tūkst.,800  €
Renault,Scenic,2015,1.5D,330 tūkst.,"4,900  €"
Renault,Kangoo,2013,1.5D,150 tūkst.,"5,500  €"
Renault,Master,2004,2.5D,423 tūkst.,"1,800  €"
Renault,Megane,1999,1.6,-,"1,400  €"
Renault,Master,2018,2.3D,-,"13,700  €"
Renault,Kangoo,2007,1.5D,274 tūkst.,"2,395  €"
Renault,Megane,1998,2.0,186 tūkst.,"2,900  €"
Renault,Clio,2009,1.5D,323 tūkst.,"1,900  €"
Renault,Trafic,2015,2.0D,-,"8,950  €"
Renault,Citi,2022,1.3H,-,"20,950  €"
Renault,Laguna,-,-,-,pērku
Renault,Espace,2011,2.0D,-,"5,300  €"
Renault,Trafic,2022,2.0D,19 tūkst.,"35,950  €"
Renault,Master,2015,2.3D,296 tūkst.,"15,350  €"
Renault,Trafic,2005,1.9D,213 tūkst.,"5,300  €"
Renault,Scenic,2005,1.9D,230 tūkst.,"1,250  €"
Renault,Master,2013,2.3D,349 tūkst.,"13,000  €"
Renault,Master,2015,2.2D,615 tūkst.,"11,000  €"
Renault,Espace,2015,1.6D,168 tūkst.,"10,250  €"
Renault,Laguna,2010,1.5D,294 tūkst.,"3,000  €"
Renault,Espace,2015,1.6D,224 tūkst.,"11,500  €"
Renault,Espace,2003,2.2D,302 tūkst.,"1,000  €"
Renault,Megane,2012,2.0D,144 tūkst.,"7,500  €"
Renault,Megane,2011,1.5D,197 tūkst.,"3,600  €"
Renault,Grand Scenic,2018,1.5D,168 tūkst.,"14,450  €"
Renault,Kangoo,2019,1.5D,81 tūkst.,"12,200  €"
Renault,Talisman,2017,1.6D,169 tūkst.,"11,790  €maiņai"
Renault,Clio,2007,1.4,173 tūkst.,"1,750  €"
Renault,Trafic,2011,2.0D,283 tūkst.,"5,990  €"
Renault,Clio,2015,1.5D,190 tūkst.,"4,800  €"
Renault,Vivaro,2012,2.0D,185 tūkst.,"10,990  €maiņai"
Renault,Trafic,2011,2.0D,287 tūkst.,"4,200  €"
Renault,Megane,2007,1.5D,-,"1,800  €"
Renault,Captur,2016,1.5D,117 tūkst.,"8,790  €"
Renault,Grand Scenic,2005,1.9D,230 tūkst.,"1,250  €"
Renault,Citi,2022,1.6H,100 tūkst.,"21,200  €"
Renault,Trafic,2015,1.6D,328 tūkst.,"11,000  €"
Renault,Master,2013,2.3D,160 tūkst.,"15,500  €"
Renault,Kangoo,2022,1.5D,42 tūkst.,"16,300  €"
Renault,Trafic,2022,2.0D,80 tūkst.,"21,500  €"
Renault,Trafic,2020,2.0D,334 tūkst.,"25,600  €"
Renault,Master,2012,2.2D,564 tūkst.,"6,500  €"
Renault,Master,2015,2.3D,208 tūkst.,"8,850  €"
Renault,Master,2004,2.5D,302 tūkst.,"2,800  €"
Renault,Espace,2021,2.0D,30 tūkst.,"35,000  €"
Renault,Clio,2004,1.2,220 tūkst.,700  €
Renault,Trafic,2022,2.0D,41 tūkst.,"33,860  €"
Renault,Espace,2015,1.6D,195 tūkst.,"11,990  €"
Renault,Trafic,2018,1.6D,98 tūkst.,"18,800  €"
Renault,Scenic,2012,1.6D,183 tūkst.,"6,895  €"
Renault,Trafic,2007,2.0D,290 tūkst.,"7,000  €"
Renault,Espace,2003,1.9D,230 tūkst.,"1,990  €"
Renault,Grand Scenic,2012,1.6D,232 tūkst.,"3,990  €"
Renault,Trafic,2005,1.9D,310 tūkst.,"3,000  €"
Renault,Master,2003,2.5D,466 tūkst.,"3,555  €"
Renault,Grand Espace,2008,2.0D,306 tūkst.,"3,150  €"
Renault,Megane,2006,1.9D,160 tūkst.,"3,500  €"
Renault,Trafic,2018,2.0D,122 tūkst.,"14,900  €"
Renault,Master,2016,2.3D,414 tūkst.,"12,500  €"
Renault,Master,2000,2.5D,670 tūkst.,600  €
Renault,Megane,2012,1.5D,-,"4,155  €"
Renault,Espace,2005,1.9D,262 tūkst.,"2,100  €"
Renault,Trafic,2003,1.9D,395 tūkst.,"3,900  €"
Renault,Trafic,2018,1.6D,198 tūkst.,"17,990  €"
Renault,Megane,2003,1.6,296 tūkst.,"1,300  €"
Renault,Master,2008,2.5D,398 tūkst.,"2,890  €"
Renault,Master,2004,2.5D,560 tūkst.,"2,400  €"
Renault,Talento,2020,1.6D,-,"15,990  €maiņai"
Renault,Megane,2010,1.5D,270 tūkst.,"4,100  €"
Renault,Grand Scenic,2012,1.6D,368 tūkst.,"3,800  €"
Renault,Master,2006,2.5D,-,"5,500  €maiņai"
Renault,Master,2008,2.5D,-,"3,500  €"
Renault,Master,2017,2.3D,-,"13,000  €"
Renault,Trafic,2009,2.5D,-,"3,900  €"
Renault,Trafic,2011,2.0D,215 tūkst.,"7,250  €"
Renault,Trafic,2015,1.6D,240 tūkst.,"9,800  €"
Renault,Trafic,2014,2.0D,350 tūkst.,"8,350  €"
Renault,Clio,2003,1.2,175 tūkst.,"1,050  €"
Renault,Espace,2005,2.2D,275 tūkst.,900  €
Renault,Master,2011,2.3D,625 tūkst.,"6,200  €"
Renault,Trafic,2008,2.5D,-,"4,990  €"
Renault,Clio,2003,1.2,336 tūkst.,700  €
Renault,Trafic,2016,1.6D,229 tūkst.,"14,600  €maiņai"
Renault,Master,2007,2.5D,-,"6,500  €maiņai"
Renault,Kadjar,2019,1.3,84 tūkst.,"12,395  €"
Renault,Laguna,2008,2.0D,181 tūkst.,"5,900  €"
Renault,Trafic,2007,2.0D,271 tūkst.,"4,450  €"
Renault,Trafic,2018,1.6D,158 tūkst.,"13,750  €"
Renault,Trafic,2021,2.0D,165 tūkst.,"29,000  €"
Renault,Megane,2006,1.6,227 tūkst.,500  €
Renault,Master,2014,2.3D,410 tūkst.,"8,800  €"
Renault,Trafic,2020,2.0D,66 tūkst.,"20,900  €"
Renault,Kangoo,2011,1.5D,388 tūkst.,"1,500  €"
Renault,Laguna,2010,2.0D,387 tūkst.,"2,650  €"
Renault,Master,2007,2.5D,589 tūkst.,"2,662  €"
Renault,Trafic,2007,2.0D,-,"5,200  €"
Renault,Fluence,2015,1.5D,138 tūkst.,"6,700  €"
Renault,Trafic,2022,2.0D,135 tūkst.,"31,000  €"
Renault,Trafic,2010,2.0D,224 tūkst.,"8,900  €"
Renault,Laguna,2008,2.0D,380 tūkst.,"2,699  €"
Renault,Trafic,2016,1.6D,129 tūkst.,"10,250  €"
Renault,Trafic,2017,1.6D,-,"7,990  €"
Renault,Trafic,2013,2.0D,321 tūkst.,"7,500  €"
Renault,Kangoo,2006,1.5D,403 tūkst.,"1,200  €"
Renault,Master,2011,2.3D,350 tūkst.,"5,500  €"
Renault,Trafic,2006,2.5D,431 tūkst.,"4,300  €"
Renault,Espace,2015,1.6D,176 tūkst.,"13,200  €"
Renault,Master,2016,2.3D,449 tūkst.,"14,000  €"
Renault,Kangoo,2008,1.5D,262 tūkst.,"1,850  €"
Renault,Laguna,2009,2.0D,308 tūkst.,"2,550  €"
Renault,Laguna,2005,1.8,255 tūkst.,"1,150  €"
Renault,Grand Scenic,2010,2.0D,370 tūkst.,"4,000  €"
Renault,Talisman,2016,1.5D,224 tūkst.,"10,490  €maiņai"
Renault,Megane,2012,1.5D,234 tūkst.,"7,595  €"
Renault,Megane,2018,1.2,55 tūkst.,"13,500  €"
Renault,Megane,2023,E,14 tūkst.,"33,900  €"
Renault,Scenic,2013,1.6D,191 tūkst.,"4,800  €"
Renault,Megane,2018,1.5D,103 tūkst.,"13,000  €"
Renault,Espace,2018,1.6D,140 tūkst.,"17,800  €"
Renault,Kangoo,2018,1.5D,-,"8,190  €"
Renault,Trafic,2016,1.6D,-,"8,500  €"
Renault,Koleos,2009,2.0D,215 tūkst.,"3,990  €"
Renault,Megane,2004,1.9D,-,700  €
Renault,Master,2006,2.5D,439 tūkst.,"4,400  €"
Renault,Kangoo,2006,1.6,159 tūkst.,"2,300  €"
Renault,Captur,2015,1.5D,-,"7,850  €"
Renault,Megane,2004,1.9D,338 tūkst.,500  €
Renault,Trafic,2008,1.9D,365 tūkst.,"3,999  €"
Renault,Megane,2005,1.9D,304 tūkst.,800  €
Renault,Trafic,2006,1.9D,320 tūkst.,"2,200  €"
Renault,Koleos,2012,2.0D,-,"7,990  €"
Renault,Megane,2012,1.9D,-,"5,550  €"
Renault,Scenic,2003,1.9D,318 tūkst.,600  €
Renault,Espace,2011,2.0,287 tūkst.,"6,800  €"
Renault,Trafic,2008,2.0D,333 tūkst.,"4,999  €"
Renault,Clio,2009,1.6,-,"3,000  €"
Renault,Scenic,2005,1.6,159 tūkst.,"1,700  €"
Renault,Master,2012,2.3D,-,"10,999  €"
Renault,Trafic,2008,2.5D,230 tūkst.,"3,850  €"
Renault,Scenic,2010,1.5D,270 tūkst.,"2,800  €"
Renault,Latitude,2011,2.0D,307 tūkst.,"3,600  €"
Renault,Trafic,2011,2.5D,290 tūkst.,"9,800  €"
Renault,Master,2004,2.5D,402 tūkst.,"3,650  €"
Renault,Kangoo,2013,1.5D,272 tūkst.,"4,300  €"
Renault,Symbol,2009,1.4,84 tūkst.,"2,650  €"
Renault,Megane,2009,1.9D,283 tūkst.,"3,800  €"
Renault,Koleos,2008,2.0D,247 tūkst.,"5,500  €"
Renault,Trafic,2008,2.0D,219 tūkst.,"4,500  €"
Renault,Master,2020,2.3D,-,"17,900  €"
Renault,Trafic,2012,2.0D,189 tūkst.,"5,700  €"
Renault,Laguna,2003,2.2D,234 tūkst.,900  €
Renault,Trafic,2010,2.0D,467 tūkst.,"5,990  €"
Renault,Megane,2009,1.5D,236 tūkst.,"3,990  €"
Renault,Talisman,2016,1.5D,215 tūkst.,"9,490  €"
Renault,Trafic,2011,2.0D,-,"9,950  €"
Renault,Master,2005,2.5D,361 tūkst.,"1,000  €"
Renault,Trafic,2020,2.0D,-,"29,600  €"
Renault,Fluence,2011,1.5D,266 tūkst.,"3,200  €"
Renault,Modus,2005,1.6,292 tūkst.,"1,050  €"
Renault,Trafic,2019,1.6D,177 tūkst.,"12,400  €"
Renault,Megane,2006,1.9D,234 tūkst.,"1,398  €"
Renault,Trafic,2010,2.0D,223 tūkst.,"8,990  €"
Renault,Master,2004,3.0D,360 tūkst.,"4,600  €"
Renault,Master,2016,2.3D,223 tūkst.,"9,922  €"
Renault,Talisman,2017,1.6D,215 tūkst.,"14,900  €"
Renault,Grand Scenic,2017,1.6D,193 tūkst.,"13,900  €"
Renault,Trafic,2007,2.5D,385 tūkst.,"3,500  €"
Renault,Master,2014,2.3D,307 tūkst.,"7,900  €"
Renault,Captur,2015,1.2,-,"8,999  €"
Renault,Trafic,-,-,-,pērku
Renault,Megane,-,-,-,pērku
Renault,Trafic,2015,1.6D,237 tūkst.,"15,600  €maiņai"
Renault,Trafic,2019,2.0D,166 tūkst.,"16,600  €maiņai"
Renault,Trafic,2011,2.0D,285 tūkst.,"7,899  €"
Renault,Master,2007,2.2D,-,"4,650  €"
Renault,Trafic,2016,1.6D,-,"9,800  €"
Renault,Master,2018,2.3D,294 tūkst.,"14,900  €"
Renault,Clio,2014,1.5D,137 tūkst.,"4,600  €"
Renault,Clio,2008,1.6,220 tūkst.,"3,500  €"
Renault,Espace,2003,2.2D,306 tūkst.,"1,600  €"
Renault,Megane,2010,1.4,160 tūkst.,"4,800  €"
Renault,Trafic,2009,2.0D,-,"5,150  €"
Renault,Megane,2011,1.5D,325 tūkst.,"3,650  €"
Renault,Citi,2023,1.6H,8.3 tūkst.,"29,990  €"
Renault,Citi,2023,1.3,1.6 tūkst.,"26,800  €"
Renault,Captur,2023,1.6H,5.2 tūkst.,"23,500  €"
Renault,Master,2024,2.3D,17,"32,580  €"
Renault,Espace,2024,1.2H,17,"45,450  €"
Renault,Trafic,2024,2.0D,17,"41,400  €"
Renault,Espace,2002,2.2D,271 tūkst.,"1,500  €"
Renault,Trafic,2024,2.0D,17,"32,500  €"
Renault,Grand Scenic,2017,1.5D,186 tūkst.,"12,188  €"
Renault,Megane,2013,1.5D,-,"5,350  €"
Renault,Master,2012,2.3D,-,"4,900  €"
Renault,Mascott,2010,3.0D,172 tūkst.,"14,500  €"
Renault,Espace,2015,1.6D,226 tūkst.,"11,970  €"
Renault,Master,2022,2.3D,3.2 tūkst.,"41,250  €"
Renault,Master,2014,2.3D,-,"6,050  €"
Renault,Grand Scenic,2004,1.9D,150 tūkst.,"1,100  €"
Renault,Trafic,2010,2.0D,262 tūkst.,"7,999  €"
Renault,Megane,2004,1.9D,470 tūkst.,"1,250  €"
Renault,Mascott,2007,3.0D,355 tūkst.,"4,000  €"
Renault,Koleos,2018,2.0D,91 tūkst.,"23,000  €"
Renault,Clio,2016,1.5D,135 tūkst.,"5,700  €"
Renault,Boxer,2010,2.2D,214 tūkst.,"10,490  €maiņai"
Renault,Scenic,2008,1.9D,340 tūkst.,"1,300  €"
Renault,Laguna,2005,2.0,307 tūkst.,"1,550  €"
Renault,Master,2018,2.3D,169 tūkst.,"13,230  €"
Renault,Kangoo,2018,1.5D,-,"5,900  €"
Renault,Trafic,2009,2.0D,292 tūkst.,"8,590  €"
Renault,Laguna,2002,3.0,178 tūkst.,"2,450  €"
Renault,Megane,2005,1.9D,240 tūkst.,"1,250  €"
Renault,Trafic,2006,1.9D,236 tūkst.,"1,450  €"
Renault,Captur,2015,0.9,111 tūkst.,"7,600  €"
Renault,Espace,2016,1.6D,215 tūkst.,"14,300  €"
Renault,Trafic,2008,2.0D,232 tūkst.,"12,750  €"
Renault,Scenic,2013,1.2,68 tūkst.,"7,250  €"
Renault,Captur,2021,1.0,30 tūkst.,"16,050  €"
Renault,Kangoo,2012,1.5D,189 tūkst.,"3,800  €"
Renault,Kangoo,2008,1.6,302 tūkst.,"1,089  €"
Renault,Master,2012,2.3D,565 tūkst.,"6,300  €"
Renault,Master,2008,2.5D,466 tūkst.,"4,200  €"
Renault,Koleos,2008,2.0D,-,"5,450  €"
Renault,Grand Scenic,2012,1.6D,317 tūkst.,"5,590  €"
Renault,Clio,2012,1.5D,156 tūkst.,"3,900  €"
Renault,Megane,2004,1.9D,200 tūkst.,"1,900  €"
Renault,Trafic,2010,2.0D,330 tūkst.,"4,800  €"
Renault,Megane,2018,1.5D,118 tūkst.,"10,699  €"
Renault,Trafic,2012,2.0D,306 tūkst.,"8,950  €"
Renault,Koleos,2019,2.0D,59 tūkst.,"24,500  €"
Renault,Kangoo,2008,1.6,256 tūkst.,"1,990  €"
Renault,Master,2013,2.3D,287 tūkst.,"13,900  €"
Renault,Laguna,2008,1.6,184 tūkst.,"1,850  €"
Renault,Scenic,2012,1.5D,239 tūkst.,"4,200  €"
Renault,Trafic,2014,2.0D,242 tūkst.,"6,200  €"
Renault,Master,2015,2.3D,320 tūkst.,"9,700  €"
Renault,Master,2008,2.5D,264 tūkst.,"5,000  €"
Renault,Trafic,2007,2.0D,312 tūkst.,"3,977  €"
Renault,Master,1999,2.8D,260 tūkst.,"1,700  €"
Renault,Scenic,2012,1.5D,224 tūkst.,"5,300  €"
Renault,Twingo,2010,1.2,-,"2,100  €"
Renault,Espace,2006,2.2D,300 tūkst.,"1,750  €"
Renault,Trafic,2001,1.9D,295 tūkst.,"2,800  €"
Renault,Trafic,2018,1.6D,154 tūkst.,"7,990  €"
Renault,Trafic,2007,2.5D,-,"9,200  €"
Renault,Scenic,2002,1.9D,239 tūkst.,700  €
Renault,Scenic,-,-,-,pērku
Renault,Kangoo,2010,1.5D,350 tūkst.,"3,300  €"
Renault,Trafic,2017,1.6D,271 tūkst.,"8,100  €"
Renault,VEL Satis,2007,3.0D,368 tūkst.,"2,650  €"
Renault,Kadjar,2019,1.3,139 tūkst.,"13,800  €"
Renault,Koleos,2020,2.0D,109 tūkst.,"23,450  €"
Renault,Citi,-,-,-,pērku
Renault,Master,2016,2.3D,-,"9,350  €"
Renault,Kangoo,-,-,-,pērku
Renault,Trafic,2022,2.0D,63 tūkst.,"22,990  €"
Renault,Grand Scenic,2010,2.0D,-,"4,990  €"
Renault,Master,2014,2.3D,97 tūkst.,"13,900  €"
Renault,Master,2009,2.5D,-,"6,300  €"
Renault,Trafic,2005,1.9D,338 tūkst.,"8,800  €"
Renault,Clio,2006,1.6,196 tūkst.,"2,200  €"
