Brand,Model,Year,Engine Size,Mileage,Price
Audi,80,1987,1.6D,404 tūkst.,550  €
Audi,A4,2009,2.7D,442 tūkst.,"3,900  €"
Audi,A6,2007,2.7D,338 tūkst.,"3,470  €"
Audi,Allroad,2007,2.7D,-,"4,900  €"
Audi,A4,2012,2.0D,-,"8,790  €"
Audi,A4,2001,1.8,374 tūkst.,"1,550  €"
Audi,A4,2013,2.0D,269 tūkst.,"9,690  €"
Audi,V70,2012,2.4D,310 tūkst.,"7,750  €maiņai"
Audi,A6,2019,2.0D,94 tūkst.,"30,000  €"
Audi,Q7,2019,3.0D,108 tūkst.,"47,700  €"
Audi,Q8,2018,3.0D,76 tūkst.,"69,990  €"
Audi,A4,2003,1.9D,-,"2,300  €"
Audi,Allroad,2009,3.0D,269 tūkst.,"7,450  €"
Audi,A6,2006,3.0D,277 tūkst.,"3,995  €"
Audi,A5,2019,2.0D,102 tūkst.,"22,980  €"
Audi,A6,2016,3.0D,160 tūkst.,"21,500  €"
Audi,A4,2018,2.0D,138 tūkst.,"19,790  €"
Audi,A5,2015,2.0,-,"14,990  €"
Audi,A6,2004,3.0D,318 tūkst.,"3,200  €"
Audi,A5,2012,3.0D,-,"11,990  €"
Audi,A6,2005,3.0D,-,"3,990  €"
Audi,A4,2003,2.5D,271 tūkst.,"2,150  €"
Audi,A6,2008,3.0D,-,"4,950  €"
Audi,A8,2009,3.0D,-,"9,490  €"
Audi,Q3,2013,2.0D,207 tūkst.,"13,900  €"
Audi,A6,2008,3.0D,-,"4,190  €"
Audi,A8,2012,4.2D,-,"18,350  €"
Audi,A6,2005,2.7D,-,"1,800  €maiņai"
Audi,A6,2004,3.0D,-,"2,790  €"
Audi,A6,2006,2.0D,-,"2,398  €"
Audi,A3,1998,1.9D,-,"1,100  €"
Audi,A4,2020,2.0D,189 tūkst.,"22,900  €"
Audi,A6,2015,2.0D,254 tūkst.,"15,000  €"
Audi,A6,2002,1.9D,257 tūkst.,"2,100  €"
Audi,A4,2002,2.0,270 tūkst.,"1,890  €"
Audi,A6,2010,2.7D,-,"5,995  €"
Audi,A6,2003,1.9D,351 tūkst.,"1,900  €"
Audi,A8,2015,3.0D,95 tūkst.,"33,900  €"
Audi,A6,2005,3.0D,-,"1,950  €"
Audi,A3,2009,2.0D,211 tūkst.,"4,750  €"
Audi,Q7,2023,3.0D,17 tūkst.,"65,900  €"
Audi,A3,2014,1.6D,250 tūkst.,"9,550  €"
Audi,A5,2008,2.7D,406 tūkst.,"4,400  €"
Audi,A4,2005,2.5D,-,"3,250  €"
Audi,A5,2010,3.0D,-,"10,900  €"
Audi,TT,2009,2.0,213 tūkst.,"8,800  €"
Audi,A4,2009,2.0,248 tūkst.,"5,000  €"
Audi,Q5,2009,3.0D,2710 tūkst.,"11,950  €"
Audi,A4,2006,2.0D,338 tūkst.,"2,300  €"
Audi,A6,-,-,-,pērku
Audi,A3,-,-,-,pērku
Audi,A4,-,-,-,pērku
Audi,A6,2007,2.7D,-,"3,900  €"
Audi,A4,2010,3.0D,-,"6,790  €"
Audi,A6,2015,3.0D,275 tūkst.,"17,450  €"
Audi,A6,2011,2.0D,270 tūkst.,"6,600  €"
Audi,A3,-,-,-,pērku
Audi,A6,-,-,-,pērku
Audi,Q7,-,-,-,pērku
Audi,A4,1995,1.6,300 tūkst.,350  €
Audi,A6,2003,1.9D,325 tūkst.,"3,200  €"
Audi,A8,2011,4.2D,-,"14,200  €"
Audi,A4,2003,2.5D,-,"2,199  €"
Audi,A5,2011,2.0,202 tūkst.,"8,900  €"
Audi,A3,2015,1.6D,228 tūkst.,"10,965  €"
Audi,A4,2006,2.0D,338 tūkst.,"3,050  €"
Audi,A6,-,-,-,pērku
Audi,A4,2008,2.0D,342 tūkst.,"5,290  €"
Audi,A4,2011,2.0D,-,"7,899  €"
Audi,A5,2016,1.8,151 tūkst.,"16,990  €"
Audi,A4,2007,2.0D,-,"2,990  €"
Audi,A3,2016,1.6D,-,"11,470  €"
Audi,Allroad,2000,2.5D,-,"2,990  €"
Audi,S8,2015,4.0,-,"26,500  €"
Audi,A3,2002,1.9D,-,"2,990  €"
Audi,A3,2009,1.9D,-,"2,750  €"
Audi,A4,-,-,-,pērku
Audi,A6,-,-,-,pērku
Audi,A4,2004,1.9D,-,"2,290  €"
Audi,A3,-,-,-,pērku
Audi,A8,-,-,-,pērku
Audi,Q7,-,-,-,pērku
Audi,A6,2004,2.5D,316 tūkst.,"1,450  €"
Audi,Q7,2014,3.0D,344 tūkst.,"15,700  €"
Audi,A4,2019,2.0D,143 tūkst.,"25,250  €"
Audi,A3,2012,1.6D,-,"5,990  €"
Audi,Q5,2018,2.0D,133 tūkst.,"32,600  €"
Audi,A4,2003,1.8,-,"2,000  €"
Audi,Q5,2017,2.0D,202 tūkst.,"24,900  €"
Audi,A6,2006,3.0D,380 tūkst.,"4,495  €"
Audi,Allroad,2010,3.0D,275 tūkst.,"7,995  €"
Audi,A6,2007,2.7D,233 tūkst.,"5,000  €"
Audi,A6,2008,2.0D,371 tūkst.,"4,495  €"
Audi,A4,2008,2.0D,252 tūkst.,"5,995  €"
Audi,A4,2008,2.0D,275 tūkst.,"6,495  €"
Audi,A6,2007,3.0D,388 tūkst.,"5,250  €"
Audi,Q7,-,-,-,pērku
Audi,A3,-,-,-,pērku
Audi,A4,2013,2.0D,277 tūkst.,"8,550  €"
Audi,A6,2005,3.0D,355 tūkst.,"4,200  €"
Audi,A4,2009,2.0,193 tūkst.,"5,600  €"
Audi,A4,2006,2.5D,-,"3,190  €"
Audi,80,1991,1.8,289 tūkst.,350  €
Audi,A6,2008,2.7D,215 tūkst.,"5,200  €"
Audi,Q3,2013,2.0D,-,"12,500  €"
Audi,A6,2015,2.0D,200 tūkst.,"12,200  €"
Audi,Allroad,2015,2.0D,-,"15,800  €"
Audi,A6,2011,2.0D,294 tūkst.,"7,500  €"
Audi,A3,2010,1.6,92 tūkst.,"8,000  €"
Audi,A3,2006,2.0D,554 tūkst.,"2,600  €"
Audi,100,1994,2.5D,350 tūkst.,360  €
Audi,A3,2009,1.4,-,"3,990  €"
Audi,A6,2014,3.0D,270 tūkst.,"14,490  €"
Audi,A6,2008,2.7D,-,"5,290  €"
Audi,A6,2014,3.0D,-,"14,950  €"
Audi,A6,2011,2.0D,-,"11,950  €"
Audi,A6,2015,3.0D,-,"17,950  €"
Audi,Allroad,2015,3.0D,-,"17,950  €"
Audi,Q5,2009,3.0D,-,"9,950  €"
Audi,A4,2012,2.0D,-,"8,950  €"
Audi,A3,2003,2.0D,-,"2,290  €"
Audi,A3,2004,2.0D,-,"2,990  €"
Audi,TT,1999,1.8,-,"2,000  €"
Audi,Cabriolet,2003,2.4,251 tūkst.,"4,150  €"
Audi,Q7,2006,3.0D,-,"6,990  €"
Audi,Q7,2006,3.0D,-,"4,990  €"
Audi,A5,2010,3.0D,-,"8,790  €"
Audi,A5,2009,3.0D,-,"7,990  €"
Audi,A8,2004,3.0D,-,"3,790  €"
Audi,A4,2012,2.0D,354 tūkst.,"7,500  €"
Audi,A6,2006,2.7D,-,"3,490  €"
Audi,A6,2010,3.0D,-,"6,990  €"
Audi,A6,2009,3.0D,-,"6,690  €"
Audi,A4,2009,2.0D,-,"5,490  €"
Audi,A4,2008,3.0D,-,"6,990  €"
Audi,A4,2008,2.0D,-,"5,990  €"
Audi,A5,2010,2.0D,221 tūkst.,"9,100  €"
Audi,Q5,2010,2.0D,281 tūkst.,"12,300  €"
Audi,A6,2006,2.7D,449 tūkst.,"3,650  €"
Audi,A4,2007,3.0D,300 tūkst.,"3,800  €"
Audi,Q7,2008,3.0D,255 tūkst.,"9,500  €"
Audi,A5,2010,2.7D,200 tūkst.,"9,700  €"
Audi,A5,2008,3.0D,320 tūkst.,"7,099  €"
Audi,A4,2007,2.0D,284 tūkst.,"3,650  €"
Audi,Q5,2011,2.0D,272 tūkst.,"14,500  €"
Audi,A5,2011,2.0,142 tūkst.,"10,000  €"
Audi,A4,2008,3.0D,452 tūkst.,"5,400  €"
Audi,A3,2006,2.0,243 tūkst.,"2,100  €"
Audi,A4,2013,2.0D,335 tūkst.,"8,750  €"
Audi,A6,2011,3.0D,280 tūkst.,"8,700  €"
Audi,A6,2006,3.0D,439 tūkst.,"3,250  €"
Audi,A4,2016,2.0D,274 tūkst.,"12,850  €"
Audi,A3,2001,1.8,-,"1,995  €"
Audi,A6,2005,2.0D,320 tūkst.,"2,900  €"
Audi,A3,2007,2.0D,175 tūkst.,"4,500  €"
Audi,A6,2014,3.0D,298 tūkst.,"13,650  €"
Audi,A4,2003,2.0,305 tūkst.,"1,600  €"
Audi,A6,2006,3.0D,314 tūkst.,"2,890  €"
Audi,A6,2010,2.7D,330 tūkst.,"5,300  €"
Audi,A6,2002,1.9D,-,"2,290  €"
Audi,Q5,2010,3.0D,-,"9,995  €"
Audi,A6,2004,2.5D,-,995  €
Audi,A8,2005,3.0D,328 tūkst.,"5,495  €"
Audi,A3,2010,1.6D,228 tūkst.,"6,500  €"
Audi,Q7,2016,3.0D,194 tūkst.,"29,500  €"
Audi,A4,2005,2.5D,360 tūkst.,"2,400  €"
Audi,A5,2014,2.0D,188 tūkst.,"12,890  €"
Audi,A6,2011,3.0D,177 tūkst.,"15,200  €"
Audi,E-tron,2023,E,18 tūkst.,"57,900  €"
Audi,A4,2000,1.9D,415 tūkst.,"2,000  €"
Audi,A6,2005,3.0D,466 tūkst.,"3,650  €"
Audi,A4,2017,2.0D,421 tūkst.,"10,000  €"
Audi,Q7,2015,3.0D,176 tūkst.,"30,300  €"
Audi,A6,2016,3.0D,195 tūkst.,"29,700  €"
Audi,Allroad,2003,1.9D,313 tūkst.,"3,190  €"
Audi,100,1988,2.3,393 tūkst.,"1,100  €"
Audi,A4,2005,2.5D,325 tūkst.,"2,700  €"
Audi,A6,2001,1.9D,415 tūkst.,"1,150  €"
Audi,A4,2017,2.0D,131 tūkst.,"18,500  €"
Audi,A6,1999,1.8,294 tūkst.,"1,500  €"
Audi,A4,2007,2.0,-,"3,800  €"
Audi,A6,2002,1.7,300 tūkst.,"1,800  €"
Audi,A6,1995,2.5D,500 tūkst.,900  €
Audi,A4,2014,3.0D,-,"9,990  €"
Audi,A6,2017,2.0D,207 tūkst.,"14,900  €"
Audi,A3,2013,1.6D,304 tūkst.,"9,210  €"
Audi,A4,2004,2.0,304 tūkst.,"1,200  €"
Audi,S4,2000,2.7,376 tūkst.,"6,900  €"
Audi,A7,2015,3.0D,219 tūkst.,"22,900  €"
Audi,A4,2006,1.9D,328 tūkst.,"4,100  €"
Audi,A6,2007,3.0D,263 tūkst.,"5,950  €"
Audi,A8,2006,4.2D,365 tūkst.,"6,200  €"
Audi,Q7,2016,3.0D,-,"25,300  €"
Audi,Q7,2006,3.0D,-,"7,390  €"
Audi,A6,2017,2.0D,-,"14,700  €"
Audi,A4,2006,2.0D,-,"3,100  €"
Audi,A2,2004,1.4,241 tūkst.,"3,100  €"
Audi,A4,2008,1.8,252 tūkst.,"5,550  €"
Audi,A4,2007,2.0D,296 tūkst.,"2,790  €"
Audi,A6,2004,2.4,402 tūkst.,"2,950  €"
Audi,A8,1999,2.5D,294 tūkst.,"2,950  €"
Audi,A1,2010,1.6D,155 tūkst.,"6,400  €"
Audi,A4,2014,2.0D,-,"9,990  €"
Audi,A4,2000,1.8,298 tūkst.,998  €
Audi,Q7,2015,3.0D,171 tūkst.,"26,777  €"
Audi,80,1993,2.6,202 tūkst.,"2,950  €"
Audi,Coupe,1990,2.3,-,"6,990  €"
Audi,A4,2016,2.0D,243 tūkst.,"14,300  €"
Audi,Q5,2014,3.0D,255 tūkst.,"16,990  €"
Audi,Q8,2022,3.0,68 tūkst.,"64,000  €"
Audi,A6,1999,2.4,222 tūkst.,"3,900  €"
Audi,Golf 5,2004,2.0D,342 tūkst.,"1,950  €maiņai"
Audi,Allroad,2007,2.7D,-,"6,990  €"
Audi,A4,2012,3.0D,-,"11,400  €"
Audi,80,1994,2.3,-,"1,250  €"
Audi,A1,2011,1.2,206 tūkst.,"5,200  €"
Audi,A6,2015,3.0D,265 tūkst.,"23,750  €"
Audi,A3,2001,1.8,361 tūkst.,980  €
Audi,A7,2011,3.0D,369 tūkst.,"13,200  €"
Audi,Q5,2009,3.0D,235 tūkst.,"9,000  €"
Audi,A6,2013,3.0D,194 tūkst.,"14,990  €"
Audi,A6,2009,2.0D,367 tūkst.,"4,000  €"
Audi,Up!,2013,1.0,70 tūkst.,"5,250  €maiņai"
Audi,A4,2006,2.0D,251 tūkst.,"1,749  €"
Audi,A3,2007,1.9D,-,"3,995  €"
Audi,A6,2004,1.9D,367 tūkst.,"2,495  €"
Audi,A3,2013,1.6D,229 tūkst.,"10,900  €"
Audi,Q7,2007,3.0D,322 tūkst.,"6,450  €"
Audi,A6,2010,2.7D,-,"6,599  €"
Audi,Q7,2015,3.0D,170 tūkst.,"20,300  €"
Audi,A3,2008,2.0D,226 tūkst.,"3,500  €"
Audi,A4,2010,2.0D,300 tūkst.,"4,990  €"
Audi,A4,2008,2.7D,410 tūkst.,"3,990  €"
Audi,A6,2006,2.7D,338 tūkst.,"1,590  €"
Audi,A6,2011,2.0D,250 tūkst.,"9,990  €"
Audi,A1,2015,1.4D,-,"8,800  €"
Audi,A4,2012,1.8,210 tūkst.,"7,100  €"
Audi,80,1994,2.0,95 tūkst.,"5,000  €"
Audi,330,2008,3.0D,368 tūkst.,"4,790  €maiņai"
Audi,A4,2004,2.0D,31 tūkst.,"3,500  €"
Audi,A4,2001,1.8,-,"1,400  €"
Audi,Q5,2010,2.0D,-,"9,700  €"
Audi,A6,2009,3.0D,213 tūkst.,"7,990  €"
Audi,A6,2016,2.0D,219 tūkst.,"19,990  €"
Audi,-,2017,1.6D,172 tūkst.,"18,450  €"
Audi,A3,2001,1.9D,266 tūkst.,"1,200  €"
Audi,A4,2006,3.0D,200 tūkst.,"2,000  €"
Audi,A6,1999,2.4,318 tūkst.,"2,300  €"
Audi,A5,2010,3.0D,258 tūkst.,"9,990  €"
Audi,A6,1998,2.8,389 tūkst.,480  €
Audi,A5,2014,2.0D,-,"13,300  €"
Audi,A4,1996,1.6,300 tūkst.,380  €
Audi,A6,2017,2.0D,290 tūkst.,"12,500  €"
Audi,A4,2007,2.0D,227 tūkst.,"3,200  €"
Audi,Allroad,2004,2.5D,400 tūkst.,"2,350  €"
Audi,A5,2010,2.0D,286 tūkst.,"7,750  €"
Audi,A5,2016,2.0,150 tūkst.,"18,900  €"
Audi,A6,2006,2.7D,386 tūkst.,"4,090  €"
Audi,A4,2013,2.0D,199 tūkst.,"9,300  €"
Audi,A5,2012,3.0D,-,"13,799  €"
Audi,Cabrio,1996,2.6,171 tūkst.,"6,250  €"
Audi,Q5,2018,2.0D,115 tūkst.,"29,700  €"
Audi,A4,2016,2.0D,-,"16,500  €"
Audi,Q7,2013,3.0D,-,"17,950  €"
Audi,A4,2016,2.0,271 tūkst.,"14,990  €"
Audi,A4,2009,2.7D,356 tūkst.,"5,000  €"
Audi,Q8,2018,3.0D,192 tūkst.,"47,500  €"
Audi,A6,2006,3.0D,450 tūkst.,"2,550  €"
Audi,A4,2005,2.0D,257 tūkst.,"3,700  €"
Audi,TT,2000,1.8,296 tūkst.,"2,200  €"
Audi,A7,2013,3.0D,159 tūkst.,"16,600  €"
Audi,A3,2001,1.8,237 tūkst.,"1,800  €"
Audi,A4,2012,3.0D,301 tūkst.,"9,750  €"
Audi,A4,2004,1.8,290 tūkst.,950  €
Audi,A4,2013,2.0D,258 tūkst.,"11,100  €"
Audi,Q3,2012,2.0D,241 tūkst.,"10,590  €"
Audi,A4,2017,2.0D,313 tūkst.,"10,900  €"
Audi,Q7,2018,3.0H,128 tūkst.,"47,900  €"
Audi,A8,2013,3.0D,-,"15,990  €"
Audi,A4,2006,2.0D,270 tūkst.,"2,500  €"
Audi,A4,2005,2.0D,342 tūkst.,"3,490  €"
Audi,A8,2004,4.0D,297 tūkst.,"4,450  €"
Audi,Q5,2015,2.0D,124 tūkst.,"17,600  €"
Audi,A6,2014,3.0D,276 tūkst.,"13,950  €"
Audi,A3,2002,1.9D,-,"1,899  €"
Audi,A4,2006,3.0D,-,"3,490  €"
Audi,A3,2006,1.9D,275 tūkst.,"3,950  €"
Audi,A4,2001,1.8,216 tūkst.,"1,250  €"
Audi,A3,2005,2.0D,-,"2,150  €"
Audi,A8,2014,3.0D,-,"22,450  €"
Audi,80,1992,2.0,307 tūkst.,"1,000  €"
Audi,A6,2002,2.5D,318 tūkst.,"2,300  €"
Audi,A4,1999,1.9D,470 tūkst.,830  €
Audi,A4,2007,2.0D,379 tūkst.,"2,250  €"
Audi,A4,2008,2.0D,-,"2,700  €"
Audi,A4,2000,2.5D,348 tūkst.,"1,250  €"
Audi,Q5,2012,2.0D,-,"14,250  €"
Audi,Q5,2009,3.0D,287 tūkst.,"10,590  €"
Audi,A6,2015,2.0D,265 tūkst.,"13,790  €"
Audi,A6,2019,2.0D,117 tūkst.,"29,300  €"
Audi,A6,2003,2.4,130 tūkst.,"2,550  €"
Audi,A3,2010,2.0D,212 tūkst.,"7,580  €"
Audi,Allroad,2004,2.5D,-,"2,800  €"
Audi,A6,2006,3.0D,-,"3,990  €"
Audi,A6,2018,2.0D,150 tūkst.,"21,990  €"
Audi,A3,1998,1.8,243 tūkst.,"1,100  €"
Audi,Q3,2021,1.5,39 tūkst.,"27,900  €"
Audi,A4,2014,3.0D,300 tūkst.,"10,200  €"
Audi,A6,2006,3.0D,-,"5,290  €"
Audi,A6,2009,3.0D,-,"5,490  €"
Audi,A4,2001,1.9D,277 tūkst.,"1,650  €"
Audi,A3,2010,1.6D,-,"6,900  €"
Audi,Captiva,2007,2.0D,-,"3,777  €maiņai"
Audi,Q7,2020,3.0D,97 tūkst.,"53,999  €"
Audi,E-tron,2019,E,69 tūkst.,"42,900  €"
Audi,A6,2012,3.0D,-,"12,500  €"
Audi,Q7,2018,3.0D,213 tūkst.,"38,000  €"
Audi,A6,2007,3.0D,214 tūkst.,"5,400  €"
Audi,Cabriolet,2002,2.4,318 tūkst.,"3,660  €"
Audi,A6,2011,3.0D,327 tūkst.,"8,600  €"
Audi,A4,2007,2.0D,-,"5,550  €"
Audi,A4,2008,2.0D,-,"4,999  €"
Audi,A4,2002,3.0,79 tūkst.,"3,700  €"
Audi,A6,2007,2.7D,270 tūkst.,"5,900  €"
Audi,Allroad,2002,2.5D,303 tūkst.,"2,300  €"
Audi,A4,2020,2.0D,151 tūkst.,"26,500  €"
Audi,A6,-,-,-,pērku
Audi,A6,1995,2.3,-,pērku
Audi,Allroad,2009,3.0D,320 tūkst.,"8,500  €"
Audi,A6,2012,3.0D,270 tūkst.,"12,800  €"
Audi,A6,2006,3.0D,-,"2,590  €"
Audi,A6,2001,2.5D,525 tūkst.,"1,850  €"
Audi,A4,-,-,-,pērku
Audi,A4,2016,2.0D,265 tūkst.,"12,500  €"
Audi,A3,2008,1.6,-,"4,490  €"
Audi,A5,2011,2.7D,220 tūkst.,"8,800  €"
Audi,A6,1998,2.5D,514 tūkst.,"1,700  €"
Audi,A5,2011,1.8,297 tūkst.,"8,400  €"
Audi,A6,2014,3.0D,207 tūkst.,"16,390  €"
Audi,A4,2012,2.0D,-,"7,300  €"
Audi,A6,2001,2.5D,400 tūkst.,"1,400  €"
Audi,A6,2011,2.8,-,"10,999  €"
Audi,A4,2019,2.0D,108 tūkst.,"24,990  €"
Audi,Allroad,2019,2.0,53 tūkst.,"30,400  €"
Audi,Q7,2021,3.0D,44 tūkst.,"64,000  €"
Audi,Allroad,2002,2.5D,364 tūkst.,"5,800  €"
Audi,Cabriolet,2008,2.0D,299 tūkst.,"5,950  €"
Audi,Q7,2006,3.0D,329 tūkst.,"7,300  €"
Audi,Q7,2006,3.0D,305 tūkst.,"3,300  €"
Audi,A6,1996,2.5D,353 tūkst.,"1,850  €"
Audi,80,1993,2.0,350 tūkst.,900  €
Audi,A5,2008,2.7D,248 tūkst.,"8,000  €"
Audi,A6,2013,3.0D,-,"11,750  €"
Audi,A4,2008,2.0D,287 tūkst.,"5,150  €"
Audi,A6,2007,3.0D,-,"5,400  €"
Audi,Q7,2007,3.0D,232 tūkst.,"9,250  €"
Audi,A4,2012,3.0D,321 tūkst.,"8,500  €"
Audi,-,2017,1.6D,251 tūkst.,"15,600  €"
Audi,A4,2012,2.0D,339 tūkst.,"8,190  €"
Audi,Allroad,2013,3.0D,198 tūkst.,"12,200  €"
Audi,A6,2004,4.2,307 tūkst.,"5,700  €"
Audi,A6,2006,2.7D,367 tūkst.,"3,900  €"
Audi,Q7,2017,4.0D,138 tūkst.,"36,000  €"
Audi,A6,2002,2.5D,303 tūkst.,"2,300  €"
Audi,A3,2007,1.9D,246 tūkst.,"3,250  €"
Audi,A4,1995,1.9D,429 tūkst.,550  €
Audi,Q5,2020,3.0D,137 tūkst.,"32,900  €"
Audi,Q7,2010,3.0D,-,"10,900  €"
Audi,100,1988,2.3,190 tūkst.,"1,600  €"
Audi,A3,2008,1.4,280 tūkst.,"3,700  €"
Audi,S6,2007,5.2,-,"10,000  €"
Audi,A6,2013,3.0D,222 tūkst.,"13,500  €"
Audi,Quattro,2004,3.2,200 tūkst.,"5,000  €"
Audi,A6,2004,3.0D,379 tūkst.,"3,750  €"
Audi,A6,2005,2.7D,-,"2,150  €maiņai"
Audi,A6,2005,3.0D,-,"2,200  €"
Audi,A4,2000,1.9D,309 tūkst.,"2,350  €"
Audi,A4,2005,2.0,314 tūkst.,"3,250  €"
Audi,A4,2005,3.0D,301 tūkst.,"3,490  €"
Audi,A6,2013,3.0D,190 tūkst.,"15,700  €"
Audi,Q7,2015,3.0D,300 tūkst.,"28,700  €"
Audi,A6,2007,2.0D,236 tūkst.,"3,990  €"
Audi,A4,2005,2.0D,366 tūkst.,"2,200  €"
Audi,A6,2015,2.0D,-,"16,900  €maiņai"
Audi,A4,2012,2.0D,-,"9,900  €"
Audi,A4,1996,1.8,280 tūkst.,"1,200  €"
Audi,Q5,2014,2.0D,-,"16,500  €"
Audi,A6,2013,3.0D,-,"11,550  €"
Audi,A6,2013,2.0,199 tūkst.,"12,000  €"
Audi,A4,2019,2.0D,197 tūkst.,"18,000  €"
Audi,A3,2004,2.0D,311 tūkst.,"1,900  €"
Audi,A6,2015,3.0D,193 tūkst.,"16,200  €"
Audi,Exeo,2010,2.0D,259 tūkst.,"4,800  €maiņai"
Audi,Q5,2013,2.0,199 tūkst.,"13,790  €"
Audi,A4,2000,1.9D,270 tūkst.,"1,200  €"
Audi,A4,2006,2.0D,325 tūkst.,"3,350  €"
Audi,A6,1995,2.6,279 tūkst.,pērku
Audi,A4,2019,2.0D,153 tūkst.,"21,000  €"
Audi,A4,2017,2.0D,287 tūkst.,"18,000  €"
Audi,A6,2012,3.0D,271 tūkst.,"13,200  €"
Audi,A4,2004,2.5D,311 tūkst.,"2,900  €"
Audi,A4,2007,2.0D,-,"2,850  €"
Audi,A3,2005,2.0D,-,"5,750  €"
Audi,A4,2000,1.9D,-,"1,400  €"
Audi,A6,2016,3.0D,211 tūkst.,"25,950  €"
Audi,A6,1998,1.9D,-,"1,500  €"
Audi,A8,2018,3.0,162 tūkst.,"49,950  €"
Audi,Q7,2014,3.0D,334 tūkst.,"16,190  €"
Audi,Q5,2013,2.0D,217 tūkst.,"15,990  €"
Audi,A6,1998,1.8,401 tūkst.,970  €
Audi,Q3,2017,2.0D,-,"15,550  €"
Audi,Q5,2011,2.0D,236 tūkst.,"12,000  €"
Audi,A7,2014,3.0D,213 tūkst.,"25,999  €"
Audi,Allroad,2003,2.5D,-,"1,590  €"
Audi,A5,2012,1.8,121 tūkst.,"12,899  €"
Audi,A4,2006,2.7D,-,"3,490  €"
Audi,A7,2011,3.0D,303 tūkst.,"13,900  €"
Audi,A5,2014,2.0D,229 tūkst.,"12,899  €"
Audi,A7,2013,3.0D,194 tūkst.,"21,899  €"
Audi,A4,2006,2.0D,326 tūkst.,"3,450  €"
Audi,E-tron,2021,E,50 tūkst.,"66,900  €"
Audi,Q5,2015,2.0D,138 tūkst.,"18,500  €"
Audi,A3,2017,1.0,63 tūkst.,"15,499  €"
Audi,A6,2005,2.7D,-,"3,490  €"
Audi,A4,2012,1.8,-,"9,500  €"
Audi,A6,2007,3.0D,-,"7,950  €"
Audi,A6,2010,3.0D,-,"8,300  €"
Audi,A6,2010,2.0D,-,"6,370  €"
Audi,A5,2012,3.0D,270 tūkst.,"14,450  €"
Audi,A4,2004,1.9D,-,"3,500  €"
Audi,S5,2012,3.0,187 tūkst.,"16,900  €"
Audi,A4,2014,2.0D,187 tūkst.,"9,870  €"
Audi,A4,2011,2.0D,221 tūkst.,"4,000  €"
Audi,Q7,2006,3.0D,331 tūkst.,"5,500  €"
Audi,A6,2021,2.0D,96 tūkst.,"27,500  €"
Audi,A8,2008,3.0D,322 tūkst.,"8,200  €"
Audi,A3,2008,2.0D,318 tūkst.,"3,200  €"
Audi,A4,2007,1.9D,-,"2,100  €"
Audi,A4,2005,2.0D,288 tūkst.,"2,890  €"
Audi,A4,2006,2.0D,-,"3,490  €"
Audi,A4,2012,2.0D,321 tūkst.,"10,200  €"
Audi,Allroad,2004,2.5D,489 tūkst.,"1,400  €"
Audi,A3,2003,1.9D,380 tūkst.,"1,450  €"
Audi,A4,-,-,-,pērku
Audi,Q7,2012,3.0D,239 tūkst.,"14,600  €"
Audi,Q7,2021,3.0D,40 tūkst.,"53,990  €"
Audi,Q5,2010,3.0D,346 tūkst.,"11,300  €"
Audi,A4,2012,2.0D,-,"8,490  €"
Audi,A4,2012,2.0D,-,"8,550  €"
Audi,A3,2010,1.4,256 tūkst.,"6,990  €maiņai"
Audi,A5,2012,2.0D,360 tūkst.,"11,250  €"
Audi,A4,2011,2.0D,-,"6,950  €"
Audi,A5,2011,2.0,128 tūkst.,"6,950  €"
Audi,A4,1996,1.6,-,"1,100  €"
Audi,A6,2012,2.0D,189 tūkst.,"12,200  €"
Audi,A6,2012,3.0D,265 tūkst.,"12,595  €"
Audi,Q5,2011,3.0D,246 tūkst.,"11,750  €"
Audi,Q5,2014,3.0D,198 tūkst.,"15,300  €"
Audi,80,1994,2.0,186 tūkst.,700  €
Audi,A6,2009,3.0D,359 tūkst.,"8,000  €"
Audi,A4,2014,2.0,165 tūkst.,"12,300  €"
Audi,A4,2002,1.9D,344 tūkst.,"2,490  €"
Audi,Q7,2018,3.0D,52 tūkst.,"38,000  €"
Audi,A6,2009,3.0,320 tūkst.,"5,100  €"
Audi,A4,2006,2.0D,314 tūkst.,"2,750  €"
Audi,A3,1999,1.6,247 tūkst.,890  €
Audi,A3,2006,1.9D,-,"4,000  €"
Audi,A4,2006,2.7D,-,"3,500  €"
Audi,Q7,2014,3.0D,313 tūkst.,"14,900  €"
Audi,A4,2015,2.0D,285 tūkst.,"16,000  €"
Audi,Allroad,2006,3.0D,280 tūkst.,"5,675  €"
Audi,A6,2009,2.7D,260 tūkst.,"7,900  €"
Audi,A6,2010,2.7D,-,"6,550  €"
Audi,A6,2012,3.0D,252 tūkst.,"10,200  €"
Audi,A4,2004,1.9D,282 tūkst.,"1,650  €"
Audi,A4,2002,1.9D,362 tūkst.,"2,200  €"
Audi,A6,2007,3.0D,306 tūkst.,"6,200  €"
Audi,A5,2010,2.0,170 tūkst.,"8,600  €"
Audi,A6,2015,3.0D,279 tūkst.,"13,900  €"
Audi,A6,2006,2.7D,323 tūkst.,"3,350  €"
Audi,A4,2005,1.9D,300 tūkst.,"2,800  €"
Audi,A6,2007,2.7D,282 tūkst.,"2,200  €"
Audi,A6,2007,2.7D,-,"3,650  €"
Audi,A4,2009,2.0D,331 tūkst.,"4,450  €"
Audi,A6,2010,3.0D,-,"7,900  €"
